PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Gender,Age_Imputed,Title,FamilySize,IsAlone,CabinDeck,TicketCount,Fare_outlier,Fare_capped,AgeGroup,Embarked_filled,Age_clean,Gender_num
497,1,1,female,54.0,1,0,78.2667,C,1,54.0,,2,False,D,2,False,78.2667,Adult,C,54.0,
498,0,3,male,,0,0,15.1,S,0,25.0,,1,True,U,1,False,15.1,YoungAdult,S,25.0,
499,0,1,female,25.0,1,2,151.55,S,1,25.0,,4,False,C,4,False,151.55,YoungAdult,S,25.0,
500,0,3,male,24.0,0,0,7.7958,S,0,24.0,,1,True,U,1,False,7.7958,YoungAdult,S,24.0,
501,0,3,male,17.0,0,0,8.6625,S,0,17.0,,1,True,U,1,False,8.6625,Teen,S,17.0,
502,0,3,female,21.0,0,0,7.75,Q,1,21.0,,1,True,U,1,False,7.75,YoungAdult,Q,21.0,
503,0,3,female,,0,0,7.6292,Q,1,21.5,,1,True,U,1,False,7.6292,YoungAdult,Q,21.5,
504,0,3,female,37.0,0,0,9.5875,S,1,37.0,,1,True,U,1,False,9.5875,Adult,S,37.0,
505,1,1,female,16.0,0,0,86.5,S,1,16.0,,1,True,B,3,False,86.5,Teen,S,16.0,
506,0,1,male,18.0,1,0,108.9,C,0,18.0,,2,False,C,2,False,108.9,YoungAdult,C,18.0,
507,1,2,female,33.0,0,2,26.0,S,1,33.0,,3,False,U,2,False,26.0,Adult,S,33.0,
508,1,1,male,,0,0,26.55,S,0,40.0,,1,True,U,1,False,26.55,Adult,S,40.0,
509,0,3,male,28.0,0,0,22.525,S,0,28.0,,1,True,U,1,False,22.525,YoungAdult,S,28.0,
510,1,3,male,26.0,0,0,56.4958,S,0,26.0,,1,True,U,7,False,56.4958,YoungAdult,S,26.0,
511,1,3,male,29.0,0,0,7.75,Q,0,29.0,,1,True,U,1,False,7.75,YoungAdult,Q,29.0,
512,0,3,male,,0,0,8.05,S,0,25.0,,1,True,U,1,False,8.05,YoungAdult,S,25.0,
513,1,1,male,36.0,0,0,26.2875,S,0,36.0,,1,True,E,1,False,26.2875,Adult,S,36.0,
514,1,1,female,54.0,1,0,59.4,C,1,54.0,,2,False,U,1,False,59.4,Adult,C,54.0,
515,0,3,male,24.0,0,0,7.4958,S,0,24.0,,1,True,U,1,False,7.4958,YoungAdult,S,24.0,
516,0,1,male,47.0,0,0,34.0208,S,0,47.0,,1,True,D,1,False,34.0208,Adult,S,47.0,
517,1,2,female,34.0,0,0,10.5,S,1,34.0,,1,True,F,1,False,10.5,Adult,S,34.0,
518,0,3,male,,0,0,24.15,Q,0,25.0,,1,True,U,3,False,24.15,YoungAdult,Q,25.0,
519,1,2,female,36.0,1,0,26.0,S,1,36.0,,2,False,U,1,False,26.0,Adult,S,36.0,
520,0,3,male,32.0,0,0,7.8958,S,0,32.0,,1,True,U,1,False,7.8958,Adult,S,32.0,
521,1,1,female,30.0,0,0,93.5,S,1,30.0,,1,True,B,2,False,93.5,Adult,S,30.0,
522,0,3,male,22.0,0,0,7.8958,S,0,22.0,,1,True,U,1,False,7.8958,YoungAdult,S,22.0,
523,0,3,male,,0,0,7.225,C,0,25.0,,1,True,U,1,False,7.225,YoungAdult,C,25.0,
524,1,1,female,44.0,0,1,57.9792,C,1,44.0,,2,False,B,2,False,57.9792,Adult,C,44.0,
525,0,3,male,,0,0,7.2292,C,0,25.0,,1,True,U,1,False,7.2292,YoungAdult,C,25.0,
526,0,3,male,40.5,0,0,7.75,Q,0,40.5,,1,True,U,1,False,7.75,Adult,Q,40.5,
527,1,2,female,50.0,0,0,10.5,S,1,50.0,,1,True,U,1,False,10.5,Adult,S,50.0,
528,0,1,male,,0,0,221.7792,S,0,40.0,,1,True,C,1,False,221.7792,Adult,S,40.0,
529,0,3,male,39.0,0,0,7.925,S,0,39.0,,1,True,U,1,False,7.925,Adult,S,39.0,
530,0,2,male,23.0,2,1,11.5,S,0,23.0,,4,False,U,1,False,11.5,YoungAdult,S,23.0,
531,1,2,female,2.0,1,1,26.0,S,1,2.0,,3,False,U,2,False,26.0,Child,S,2.0,
532,0,3,male,,0,0,7.2292,C,0,25.0,,1,True,U,1,False,7.2292,YoungAdult,C,25.0,
533,0,3,male,17.0,1,1,7.2292,C,0,17.0,,3,False,U,1,False,7.2292,Teen,C,17.0,
534,1,3,female,,0,2,22.3583,C,1,21.5,,3,False,U,2,False,22.3583,YoungAdult,C,21.5,
535,0,3,female,30.0,0,0,8.6625,S,1,30.0,,1,True,U,1,False,8.6625,Adult,S,30.0,
536,1,2,female,7.0,0,2,26.25,S,1,7.0,,3,False,U,3,False,26.25,Child,S,7.0,
537,0,1,male,45.0,0,0,26.55,S,0,45.0,,1,True,B,1,False,26.55,Adult,S,45.0,
538,1,1,female,30.0,0,0,106.425,C,1,30.0,,1,True,U,2,False,106.425,Adult,C,30.0,
539,0,3,male,,0,0,14.5,S,0,25.0,,1,True,U,1,False,14.5,YoungAdult,S,25.0,
540,1,1,female,22.0,0,2,49.5,C,1,22.0,,3,False,B,1,False,49.5,YoungAdult,C,22.0,
541,1,1,female,36.0,0,2,71.0,S,1,36.0,,3,False,B,2,False,71.0,Adult,S,36.0,
542,0,3,female,9.0,4,2,31.275,S,1,9.0,,7,False,U,7,False,31.275,Child,S,9.0,
543,0,3,female,11.0,4,2,31.275,S,1,11.0,,7,False,U,7,False,31.275,Child,S,11.0,
544,1,2,male,32.0,1,0,26.0,S,0,32.0,,2,False,U,2,False,26.0,Adult,S,32.0,
545,0,1,male,50.0,1,0,106.425,C,0,50.0,,2,False,C,2,False,106.425,Adult,C,50.0,
546,0,1,male,64.0,0,0,26.0,S,0,64.0,,1,True,U,1,False,26.0,Senior,S,64.0,
547,1,2,female,19.0,1,0,26.0,S,1,19.0,,2,False,U,2,False,26.0,YoungAdult,S,19.0,
548,1,2,male,,0,0,13.8625,C,0,30.0,,1,True,U,1,False,13.8625,Adult,C,30.0,
549,0,3,male,33.0,1,1,20.525,S,0,33.0,,3,False,U,3,False,20.525,Adult,S,33.0,
550,1,2,male,8.0,1,1,36.75,S,0,8.0,,3,False,U,2,False,36.75,Child,S,8.0,
551,1,1,male,17.0,0,2,110.8833,C,0,17.0,,3,False,C,4,False,110.8833,Teen,C,17.0,
552,0,2,male,27.0,0,0,26.0,S,0,27.0,,1,True,U,1,False,26.0,YoungAdult,S,27.0,
553,0,3,male,,0,0,7.8292,Q,0,25.0,,1,True,U,1,False,7.8292,YoungAdult,Q,25.0,
554,1,3,male,22.0,0,0,7.225,C,0,22.0,,1,True,U,1,False,7.225,YoungAdult,C,22.0,
555,1,3,female,22.0,0,0,7.775,S,1,22.0,,1,True,U,1,False,7.775,YoungAdult,S,22.0,
556,0,1,male,62.0,0,0,26.55,S,0,62.0,,1,True,U,1,False,26.55,Senior,S,62.0,
557,1,1,female,48.0,1,0,39.6,C,1,48.0,,2,False,A,1,False,39.6,Adult,C,48.0,
558,0,1,male,,0,0,227.525,C,0,40.0,,1,True,U,4,False,227.525,Adult,C,40.0,
559,1,1,female,39.0,1,1,79.65,S,1,39.0,,3,False,E,3,False,79.65,Adult,S,39.0,
560,1,3,female,36.0,1,0,17.4,S,1,36.0,,2,False,U,1,False,17.4,Adult,S,36.0,
561,0,3,male,,0,0,7.75,Q,0,25.0,,1,True,U,1,False,7.75,YoungAdult,Q,25.0,
562,0,3,male,40.0,0,0,7.8958,S,0,40.0,,1,True,U,1,False,7.8958,Adult,S,40.0,
563,0,2,male,28.0,0,0,13.5,S,0,28.0,,1,True,U,1,False,13.5,YoungAdult,S,28.0,
564,0,3,male,,0,0,8.05,S,0,25.0,,1,True,U,1,False,8.05,YoungAdult,S,25.0,
565,0,3,female,,0,0,8.05,S,1,21.5,,1,True,U,1,False,8.05,YoungAdult,S,21.5,
566,0,3,male,24.0,2,0,24.15,S,0,24.0,,3,False,U,2,False,24.15,YoungAdult,S,24.0,
567,0,3,male,19.0,0,0,7.8958,S,0,19.0,,1,True,U,1,False,7.8958,YoungAdult,S,19.0,
568,0,3,female,29.0,0,4,21.075,S,1,29.0,,5,False,U,4,False,21.075,YoungAdult,S,29.0,
569,0,3,male,,0,0,7.2292,C,0,25.0,,1,True,U,1,False,7.2292,YoungAdult,C,25.0,
570,1,3,male,32.0,0,0,7.8542,S,0,32.0,,1,True,U,1,False,7.8542,Adult,S,32.0,
571,1,2,male,62.0,0,0,10.5,S,0,62.0,,1,True,U,1,False,10.5,Senior,S,62.0,
572,1,1,female,53.0,2,0,51.4792,S,1,53.0,,3,False,C,1,False,51.4792,Adult,S,53.0,
573,1,1,male,36.0,0,0,26.3875,S,0,36.0,,1,True,E,1,False,26.3875,Adult,S,36.0,
574,1,3,female,,0,0,7.75,Q,1,21.5,,1,True,U,1,False,7.75,YoungAdult,Q,21.5,
575,0,3,male,16.0,0,0,8.05,S,0,16.0,,1,True,U,1,False,8.05,Teen,S,16.0,
576,0,3,male,19.0,0,0,14.5,S,0,19.0,,1,True,U,2,False,14.5,YoungAdult,S,19.0,
577,1,2,female,34.0,0,0,13.0,S,1,34.0,,1,True,U,1,False,13.0,Adult,S,34.0,
578,1,1,female,39.0,1,0,55.9,S,1,39.0,,2,False,E,2,False,55.9,Adult,S,39.0,
579,0,3,female,,1,0,14.4583,C,1,21.5,,2,False,U,1,False,14.4583,YoungAdult,C,21.5,
580,1,3,male,32.0,0,0,7.925,S,0,32.0,,1,True,U,1,False,7.925,Adult,S,32.0,
581,1,2,female,25.0,1,1,30.0,S,1,25.0,,3,False,U,1,False,30.0,YoungAdult,S,25.0,
582,1,1,female,39.0,1,1,110.8833,C,1,39.0,,3,False,C,4,False,110.8833,Adult,C,39.0,
583,0,2,male,54.0,0,0,26.0,S,0,54.0,,1,True,U,2,False,26.0,Adult,S,54.0,
584,0,1,male,36.0,0,0,40.125,C,0,36.0,,1,True,A,1,False,40.125,Adult,C,36.0,
585,0,3,male,,0,0,8.7125,C,0,25.0,,1,True,U,1,False,8.7125,YoungAdult,C,25.0,
586,1,1,female,18.0,0,2,79.65,S,1,18.0,,3,False,E,3,False,79.65,YoungAdult,S,18.0,
587,0,2,male,47.0,0,0,15.0,S,0,47.0,,1,True,U,1,False,15.0,Adult,S,47.0,
588,1,1,male,60.0,1,1,79.2,C,0,60.0,,3,False,B,1,False,79.2,Senior,C,60.0,
589,0,3,male,22.0,0,0,8.05,S,0,22.0,,1,True,U,1,False,8.05,YoungAdult,S,22.0,
590,0,3,male,,0,0,8.05,S,0,25.0,,1,True,U,1,False,8.05,YoungAdult,S,25.0,
591,0,3,male,35.0,0,0,7.125,S,0,35.0,,1,True,U,1,False,7.125,Adult,S,35.0,
592,1,1,female,52.0,1,0,78.2667,C,1,52.0,,2,False,D,2,False,78.2667,Adult,C,52.0,
593,0,3,male,47.0,0,0,7.25,S,0,47.0,,1,True,U,1,False,7.25,Adult,S,47.0,
594,0,3,female,,0,2,7.75,Q,1,21.5,,3,False,U,1,False,7.75,YoungAdult,Q,21.5,
595,0,2,male,37.0,1,0,26.0,S,0,37.0,,2,False,U,1,False,26.0,Adult,S,37.0,
596,0,3,male,36.0,1,1,24.15,S,0,36.0,,3,False,U,3,False,24.15,Adult,S,36.0,
597,1,2,female,,0,0,33.0,S,1,28.0,,1,True,U,3,False,33.0,YoungAdult,S,28.0,
598,0,3,male,49.0,0,0,0.0,S,0,49.0,,1,True,U,4,False,0.0,Adult,S,49.0,
599,0,3,male,,0,0,7.225,C,0,25.0,,1,True,U,1,False,7.225,YoungAdult,C,25.0,
600,1,1,male,49.0,1,0,56.9292,C,0,49.0,,2,False,A,2,False,56.9292,Adult,C,49.0,
601,1,2,female,24.0,2,1,27.0,S,1,24.0,,4,False,U,2,False,27.0,YoungAdult,S,24.0,
602,0,3,male,,0,0,7.8958,S,0,25.0,,1,True,U,1,False,7.8958,YoungAdult,S,25.0,
603,0,1,male,,0,0,42.4,S,0,40.0,,1,True,U,1,False,42.4,Adult,S,40.0,
604,0,3,male,44.0,0,0,8.05,S,0,44.0,,1,True,U,1,False,8.05,Adult,S,44.0,
605,1,1,male,35.0,0,0,26.55,C,0,35.0,,1,True,U,1,False,26.55,Adult,C,35.0,
606,0,3,male,36.0,1,0,15.55,S,0,36.0,,2,False,U,1,False,15.55,Adult,S,36.0,
607,0,3,male,30.0,0,0,7.8958,S,0,30.0,,1,True,U,1,False,7.8958,Adult,S,30.0,
608,1,1,male,27.0,0,0,30.5,S,0,27.0,,1,True,U,1,False,30.5,YoungAdult,S,27.0,
609,1,2,female,22.0,1,2,41.5792,C,1,22.0,,4,False,U,3,False,41.5792,YoungAdult,C,22.0,
610,1,1,female,40.0,0,0,153.4625,S,1,40.0,,1,True,C,3,False,153.4625,Adult,S,40.0,
611,0,3,female,39.0,1,5,31.275,S,1,39.0,,7,False,U,7,False,31.275,Adult,S,39.0,
612,0,3,male,,0,0,7.05,S,0,25.0,,1,True,U,1,False,7.05,YoungAdult,S,25.0,
613,1,3,female,,1,0,15.5,Q,1,21.5,,2,False,U,2,False,15.5,YoungAdult,Q,21.5,
614,0,3,male,,0,0,7.75,Q,0,25.0,,1,True,U,1,False,7.75,YoungAdult,Q,25.0,
615,0,3,male,35.0,0,0,8.05,S,0,35.0,,1,True,U,1,False,8.05,Adult,S,35.0,
616,1,2,female,24.0,1,2,65.0,S,1,24.0,,4,False,U,2,False,65.0,YoungAdult,S,24.0,
617,0,3,male,34.0,1,1,14.4,S,0,34.0,,3,False,U,2,False,14.4,Adult,S,34.0,
618,0,3,female,26.0,1,0,16.1,S,1,26.0,,2,False,U,2,False,16.1,YoungAdult,S,26.0,
619,1,2,female,4.0,2,1,39.0,S,1,4.0,,4,False,F,2,False,39.0,Child,S,4.0,
620,0,2,male,26.0,0,0,10.5,S,0,26.0,,1,True,U,1,False,10.5,YoungAdult,S,26.0,
621,0,3,male,27.0,1,0,14.4542,C,0,27.0,,2,False,U,2,False,14.4542,YoungAdult,C,27.0,
622,1,1,male,42.0,1,0,52.5542,S,0,42.0,,2,False,D,1,False,52.5542,Adult,S,42.0,
623,1,3,male,20.0,1,1,15.7417,C,0,20.0,,3,False,U,2,False,15.7417,YoungAdult,C,20.0,
624,0,3,male,21.0,0,0,7.8542,S,0,21.0,,1,True,U,1,False,7.8542,YoungAdult,S,21.0,
625,0,3,male,21.0,0,0,16.1,S,0,21.0,,1,True,U,2,False,16.1,YoungAdult,S,21.0,
626,0,1,male,61.0,0,0,32.3208,S,0,61.0,,1,True,D,1,False,32.3208,Senior,S,61.0,
627,0,2,male,57.0,0,0,12.35,Q,0,57.0,,1,True,U,1,False,12.35,Adult,Q,57.0,
628,1,1,female,21.0,0,0,77.9583,S,1,21.0,,1,True,D,3,False,77.9583,YoungAdult,S,21.0,
629,0,3,male,26.0,0,0,7.8958,S,0,26.0,,1,True,U,1,False,7.8958,YoungAdult,S,26.0,
630,0,3,male,,0,0,7.7333,Q,0,25.0,,1,True,U,1,False,7.7333,YoungAdult,Q,25.0,
631,1,1,male,80.0,0,0,30.0,S,0,80.0,,1,True,A,1,False,30.0,Senior,S,80.0,
632,0,3,male,51.0,0,0,7.0542,S,0,51.0,,1,True,U,1,False,7.0542,Adult,S,51.0,
633,1,1,male,32.0,0,0,30.5,C,0,32.0,,1,True,B,1,False,30.5,Adult,C,32.0,
634,0,1,male,,0,0,0.0,S,0,40.0,,1,True,U,1,False,0.0,Adult,S,40.0,
635,0,3,female,9.0,3,2,27.9,S,1,9.0,,6,False,U,6,False,27.9,Child,S,9.0,
636,1,2,female,28.0,0,0,13.0,S,1,28.0,,1,True,U,1,False,13.0,YoungAdult,S,28.0,
637,0,3,male,32.0,0,0,7.925,S,0,32.0,,1,True,U,1,False,7.925,Adult,S,32.0,
638,0,2,male,31.0,1,1,26.25,S,0,31.0,,3,False,U,3,False,26.25,Adult,S,31.0,
639,0,3,female,41.0,0,5,39.6875,S,1,41.0,,6,False,U,6,False,39.6875,Adult,S,41.0,
640,0,3,male,,1,0,16.1,S,0,25.0,,2,False,U,2,False,16.1,YoungAdult,S,25.0,
641,0,3,male,20.0,0,0,7.8542,S,0,20.0,,1,True,U,1,False,7.8542,YoungAdult,S,20.0,
642,1,1,female,24.0,0,0,69.3,C,1,24.0,,1,True,B,2,False,69.3,YoungAdult,C,24.0,
643,0,3,female,2.0,3,2,27.9,S,1,2.0,,6,False,U,6,False,27.9,Child,S,2.0,
644,1,3,male,,0,0,56.4958,S,0,25.0,,1,True,U,7,False,56.4958,YoungAdult,S,25.0,
645,1,3,female,0.75,2,1,19.2583,C,1,0.75,,4,False,U,4,False,19.2583,Child,C,0.75,
646,1,1,male,48.0,1,0,76.7292,C,0,48.0,,2,False,D,3,False,76.7292,Adult,C,48.0,
647,0,3,male,19.0,0,0,7.8958,S,0,19.0,,1,True,U,1,False,7.8958,YoungAdult,S,19.0,
648,1,1,male,56.0,0,0,35.5,C,0,56.0,,1,True,A,1,False,35.5,Adult,C,56.0,
649,0,3,male,,0,0,7.55,S,0,25.0,,1,True,U,1,False,7.55,YoungAdult,S,25.0,
650,1,3,female,23.0,0,0,7.55,S,1,23.0,,1,True,U,1,False,7.55,YoungAdult,S,23.0,
651,0,3,male,,0,0,7.8958,S,0,25.0,,1,True,U,1,False,7.8958,YoungAdult,S,25.0,
652,1,2,female,18.0,0,1,23.0,S,1,18.0,,2,False,U,2,False,23.0,YoungAdult,S,18.0,
653,0,3,male,21.0,0,0,8.4333,S,0,21.0,,1,True,U,1,False,8.4333,YoungAdult,S,21.0,
654,1,3,female,,0,0,7.8292,Q,1,21.5,,1,True,U,1,False,7.8292,YoungAdult,Q,21.5,
655,0,3,female,18.0,0,0,6.75,Q,1,18.0,,1,True,U,1,False,6.75,YoungAdult,Q,18.0,
656,0,2,male,24.0,2,0,73.5,S,0,24.0,,3,False,U,5,False,73.5,YoungAdult,S,24.0,
657,0,3,male,,0,0,7.8958,S,0,25.0,,1,True,U,1,False,7.8958,YoungAdult,S,25.0,
658,0,3,female,32.0,1,1,15.5,Q,1,32.0,,3,False,U,2,False,15.5,Adult,Q,32.0,
659,0,2,male,23.0,0,0,13.0,S,0,23.0,,1,True,U,1,False,13.0,YoungAdult,S,23.0,
660,0,1,male,58.0,0,2,113.275,C,0,58.0,,3,False,D,3,False,113.275,Adult,C,58.0,
661,1,1,male,50.0,2,0,133.65,S,0,50.0,,3,False,U,2,False,133.65,Adult,S,50.0,
662,0,3,male,40.0,0,0,7.225,C,0,40.0,,1,True,U,1,False,7.225,Adult,C,40.0,
663,0,1,male,47.0,0,0,25.5875,S,0,47.0,,1,True,E,1,False,25.5875,Adult,S,47.0,
664,0,3,male,36.0,0,0,7.4958,S,0,36.0,,1,True,U,1,False,7.4958,Adult,S,36.0,
665,1,3,male,20.0,1,0,7.925,S,0,20.0,,2,False,U,1,False,7.925,YoungAdult,S,20.0,
666,0,2,male,32.0,2,0,73.5,S,0,32.0,,3,False,U,5,False,73.5,Adult,S,32.0,
667,0,2,male,25.0,0,0,13.0,S,0,25.0,,1,True,U,1,False,13.0,YoungAdult,S,25.0,
668,0,3,male,,0,0,7.775,S,0,25.0,,1,True,U,1,False,7.775,YoungAdult,S,25.0,
669,0,3,male,43.0,0,0,8.05,S,0,43.0,,1,True,U,1,False,8.05,Adult,S,43.0,
670,1,1,female,,1,0,52.0,S,1,35.0,,2,False,C,2,False,52.0,Adult,S,35.0,
671,1,2,female,40.0,1,1,39.0,S,1,40.0,,3,False,U,2,False,39.0,Adult,S,40.0,
672,0,1,male,31.0,1,0,52.0,S,0,31.0,,2,False,B,1,False,52.0,Adult,S,31.0,
673,0,2,male,70.0,0,0,10.5,S,0,70.0,,1,True,U,1,False,10.5,Senior,S,70.0,
674,1,2,male,31.0,0,0,13.0,S,0,31.0,,1,True,U,1,False,13.0,Adult,S,31.0,
675,0,2,male,,0,0,0.0,S,0,30.0,,1,True,U,1,False,0.0,Adult,S,30.0,
676,0,3,male,18.0,0,0,7.775,S,0,18.0,,1,True,U,1,False,7.775,YoungAdult,S,18.0,
677,0,3,male,24.5,0,0,8.05,S,0,24.5,,1,True,U,1,False,8.05,YoungAdult,S,24.5,
678,1,3,female,18.0,0,0,9.8417,S,1,18.0,,1,True,U,1,False,9.8417,YoungAdult,S,18.0,
679,0,3,female,43.0,1,6,46.9,S,1,43.0,,8,False,U,6,False,46.9,Adult,S,43.0,
680,1,1,male,36.0,0,1,512.3292,C,0,36.0,,2,False,B,3,True,249.00622000000035,Adult,C,36.0,
681,0,3,female,,0,0,8.1375,Q,1,21.5,,1,True,U,1,False,8.1375,YoungAdult,Q,21.5,
682,1,1,male,27.0,0,0,76.7292,C,0,27.0,,1,True,D,3,False,76.7292,YoungAdult,C,27.0,
683,0,3,male,20.0,0,0,9.225,S,0,20.0,,1,True,U,1,False,9.225,YoungAdult,S,20.0,
684,0,3,male,14.0,5,2,46.9,S,0,14.0,,8,False,U,6,False,46.9,Teen,S,14.0,
685,0,2,male,60.0,1,1,39.0,S,0,60.0,,3,False,U,2,False,39.0,Senior,S,60.0,
686,0,2,male,25.0,1,2,41.5792,C,0,25.0,,4,False,U,3,False,41.5792,YoungAdult,C,25.0,
687,0,3,male,14.0,4,1,39.6875,S,0,14.0,,6,False,U,6,False,39.6875,Teen,S,14.0,
688,0,3,male,19.0,0,0,10.1708,S,0,19.0,,1,True,U,1,False,10.1708,YoungAdult,S,19.0,
689,0,3,male,18.0,0,0,7.7958,S,0,18.0,,1,True,U,1,False,7.7958,YoungAdult,S,18.0,
690,1,1,female,15.0,0,1,211.3375,S,1,15.0,,2,False,B,3,False,211.3375,Teen,S,15.0,
691,1,1,male,31.0,1,0,57.0,S,0,31.0,,2,False,B,2,False,57.0,Adult,S,31.0,
692,1,3,female,4.0,0,1,13.4167,C,1,4.0,,2,False,U,1,False,13.4167,Child,C,4.0,
693,1,3,male,,0,0,56.4958,S,0,25.0,,1,True,U,7,False,56.4958,YoungAdult,S,25.0,
694,0,3,male,25.0,0,0,7.225,C,0,25.0,,1,True,U,1,False,7.225,YoungAdult,C,25.0,
695,0,1,male,60.0,0,0,26.55,S,0,60.0,,1,True,U,1,False,26.55,Senior,S,60.0,
696,0,2,male,52.0,0,0,13.5,S,0,52.0,,1,True,U,1,False,13.5,Adult,S,52.0,
697,0,3,male,44.0,0,0,8.05,S,0,44.0,,1,True,U,1,False,8.05,Adult,S,44.0,
698,1,3,female,,0,0,7.7333,Q,1,21.5,,1,True,U,1,False,7.7333,YoungAdult,Q,21.5,
699,0,1,male,49.0,1,1,110.8833,C,0,49.0,,3,False,C,4,False,110.8833,Adult,C,49.0,
700,0,3,male,42.0,0,0,7.65,S,0,42.0,,1,True,F,1,False,7.65,Adult,S,42.0,
701,1,1,female,18.0,1,0,227.525,C,1,18.0,,2,False,C,4,False,227.525,YoungAdult,C,18.0,
702,1,1,male,35.0,0,0,26.2875,S,0,35.0,,1,True,E,1,False,26.2875,Adult,S,35.0,
703,0,3,female,18.0,0,1,14.4542,C,1,18.0,,2,False,U,2,False,14.4542,YoungAdult,C,18.0,
704,0,3,male,25.0,0,0,7.7417,Q,0,25.0,,1,True,U,1,False,7.7417,YoungAdult,Q,25.0,
705,0,3,male,26.0,1,0,7.8542,S,0,26.0,,2,False,U,1,False,7.8542,YoungAdult,S,26.0,
706,0,2,male,39.0,0,0,26.0,S,0,39.0,,1,True,U,2,False,26.0,Adult,S,39.0,
707,1,2,female,45.0,0,0,13.5,S,1,45.0,,1,True,U,1,False,13.5,Adult,S,45.0,
708,1,1,male,42.0,0,0,26.2875,S,0,42.0,,1,True,E,1,False,26.2875,Adult,S,42.0,
709,1,1,female,22.0,0,0,151.55,S,1,22.0,,1,True,U,4,False,151.55,YoungAdult,S,22.0,
710,1,3,male,,1,1,15.2458,C,0,25.0,,3,False,U,2,False,15.2458,YoungAdult,C,25.0,
711,1,1,female,24.0,0,0,49.5042,C,1,24.0,,1,True,C,1,False,49.5042,YoungAdult,C,24.0,
712,0,1,male,,0,0,26.55,S,0,40.0,,1,True,C,1,False,26.55,Adult,S,40.0,
713,1,1,male,48.0,1,0,52.0,S,0,48.0,,2,False,C,2,False,52.0,Adult,S,48.0,
714,0,3,male,29.0,0,0,9.4833,S,0,29.0,,1,True,U,1,False,9.4833,YoungAdult,S,29.0,
715,0,2,male,52.0,0,0,13.0,S,0,52.0,,1,True,U,2,False,13.0,Adult,S,52.0,
716,0,3,male,19.0,0,0,7.65,S,0,19.0,,1,True,F,1,False,7.65,YoungAdult,S,19.0,
717,1,1,female,38.0,0,0,227.525,C,1,38.0,,1,True,C,4,False,227.525,Adult,C,38.0,
718,1,2,female,27.0,0,0,10.5,S,1,27.0,,1,True,E,1,False,10.5,YoungAdult,S,27.0,
719,0,3,male,,0,0,15.5,Q,0,25.0,,1,True,U,1,False,15.5,YoungAdult,Q,25.0,
720,0,3,male,33.0,0,0,7.775,S,0,33.0,,1,True,U,1,False,7.775,Adult,S,33.0,
721,1,2,female,6.0,0,1,33.0,S,1,6.0,,2,False,U,3,False,33.0,Child,S,6.0,
722,0,3,male,17.0,1,0,7.0542,S,0,17.0,,2,False,U,1,False,7.0542,Teen,S,17.0,
723,0,2,male,34.0,0,0,13.0,S,0,34.0,,1,True,U,1,False,13.0,Adult,S,34.0,
724,0,2,male,50.0,0,0,13.0,S,0,50.0,,1,True,U,1,False,13.0,Adult,S,50.0,
725,1,1,male,27.0,1,0,53.1,S,0,27.0,,2,False,E,2,False,53.1,YoungAdult,S,27.0,
726,0,3,male,20.0,0,0,8.6625,S,0,20.0,,1,True,U,1,False,8.6625,YoungAdult,S,20.0,
727,1,2,female,30.0,3,0,21.0,S,1,30.0,,4,False,U,2,False,21.0,Adult,S,30.0,
728,1,3,female,,0,0,7.7375,Q,1,21.5,,1,True,U,1,False,7.7375,YoungAdult,Q,21.5,
729,0,2,male,25.0,1,0,26.0,S,0,25.0,,2,False,U,1,False,26.0,YoungAdult,S,25.0,
730,0,3,female,25.0,1,0,7.925,S,1,25.0,,2,False,U,1,False,7.925,YoungAdult,S,25.0,
731,1,1,female,29.0,0,0,211.3375,S,1,29.0,,1,True,B,3,False,211.3375,YoungAdult,S,29.0,
732,0,3,male,11.0,0,0,18.7875,C,0,11.0,,1,True,U,2,False,18.7875,Child,C,11.0,
733,0,2,male,,0,0,0.0,S,0,30.0,,1,True,U,1,False,0.0,Adult,S,30.0,
734,0,2,male,23.0,0,0,13.0,S,0,23.0,,1,True,U,1,False,13.0,YoungAdult,S,23.0,
735,0,2,male,23.0,0,0,13.0,S,0,23.0,,1,True,U,1,False,13.0,YoungAdult,S,23.0,
736,0,3,male,28.5,0,0,16.1,S,0,28.5,,1,True,U,2,False,16.1,YoungAdult,S,28.5,
737,0,3,female,48.0,1,3,34.375,S,1,48.0,,5,False,U,4,False,34.375,Adult,S,48.0,
738,1,1,male,35.0,0,0,512.3292,C,0,35.0,,1,True,B,3,True,249.00622000000035,Adult,C,35.0,
739,0,3,male,,0,0,7.8958,S,0,25.0,,1,True,U,1,False,7.8958,YoungAdult,S,25.0,
740,0,3,male,,0,0,7.8958,S,0,25.0,,1,True,U,1,False,7.8958,YoungAdult,S,25.0,
741,1,1,male,,0,0,30.0,S,0,40.0,,1,True,D,1,False,30.0,Adult,S,40.0,
742,0,1,male,36.0,1,0,78.85,S,0,36.0,,2,False,C,2,False,78.85,Adult,S,36.0,
743,1,1,female,21.0,2,2,262.375,C,1,21.0,,5,False,B,2,True,249.00622000000035,YoungAdult,C,21.0,
744,0,3,male,24.0,1,0,16.1,S,0,24.0,,2,False,U,1,False,16.1,YoungAdult,S,24.0,
745,1,3,male,31.0,0,0,7.925,S,0,31.0,,1,True,U,1,False,7.925,Adult,S,31.0,
